Symbol,Series,Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,No. of Trades
INFY,EQ,23-Oct-20,1129.05,1133,1135,1120.15,1122.4,1122.5,1125.55,9070121,10208894083,152888
INFY,EQ,26-Oct-20,1122.5,1122.25,1129.6,1103.15,1114.2,1112.45,1115.89,6309643,7040841830,133779
INFY,EQ,27-Oct-20,1112.45,1105.7,1109.7,1077.15,1094.5,1090.85,1089.56,10172530,11083562406,261137
INFY,EQ,28-Oct-20,1090.85,1095.5,1104.75,1070.05,1077.5,1076.55,1086,7608413,8262761209,180559
INFY,EQ,29-Oct-20,1076.55,1070,1082,1060.1,1073,1074.85,1071.68,6935804,7432955729,140609
INFY,EQ,30-Oct-20,1074.85,1072,1083.6,1052.35,1060.4,1060.6,1064.99,8800436,9372342225,164698
INFY,EQ,02-Nov-20,1060.6,1065,1079.95,1051.1,1068.7,1072.3,1066.94,7183119,7663961600,137700
INFY,EQ,03-Nov-20,1072.3,1072,1079.4,1057.5,1062,1062.55,1066.37,7204782,7682963163,172016
INFY,EQ,04-Nov-20,1062.55,1068,1116,1066.8,1094.75,1093.95,1097.09,15702690,17227273082,307084
INFY,EQ,05-Nov-20,1093.95,1109.9,1123,1099,1104.95,1104,1108.49,9568890,10607037968,181645
INFY,EQ,06-Nov-20,1104,1108,1121.1,1091.7,1119,1112.75,1101.98,8807127,9705243124,154736
INFY,EQ,09-Nov-20,1112.75,1129.3,1146,1121.15,1135.1,1136.55,1133.25,10160320,11514169318,202222
INFY,EQ,10-Nov-20,1136.55,1113.85,1113.85,1078,1093.9,1091.05,1093.14,15622869,17077941183,395983
INFY,EQ,11-Nov-20,1091.05,1096,1126.35,1087,1123.5,1122.5,1108.04,12514800,13866920725,254701
INFY,EQ,12-Nov-20,1122.5,1128.1,1142,1113.75,1119.6,1117.75,1123.99,9180976,10319310973,196511
INFY,EQ,13-Nov-20,1117.75,1120,1133,1117,1123.45,1124.2,1124.07,6363212,7152675713,105048
INFY,EQ,14-Nov-20,1124.2,1137,1139.65,1131.1,1134,1133.45,1134.22,1136144,1288640516,41663
INFY,EQ,17-Nov-20,1133.45,1144.75,1145,1112.65,1125.25,1123.7,1122.2,12813968,14379842098,190186
INFY,EQ,18-Nov-20,1123.7,1128.5,1132.7,1101.45,1111.25,1110.55,1111.01,9839468,10931765779,168106
INFY,EQ,19-Nov-20,1110.55,1100,1114.7,1093.8,1097,1096.75,1102.13,10092343,11123110241,179639
INFY,EQ,20-Nov-20,1096.75,1106,1109,1091.1,1104.45,1103.35,1101.92,8063554,8885377126,199981
INFY,EQ,23-Nov-20,1103.35,1105,1144.8,1101.95,1138.5,1139.85,1128.46,10546363,11901155594,200221
INFY,EQ,24-Nov-20,1139.85,1145,1154.9,1133.35,1140.15,1140.05,1142.6,8515426,9729744010,175511
INFY,EQ,25-Nov-20,1140.05,1137,1143.5,1111.25,1118.8,1115.65,1124.52,8958701,10074223660,220995
INFY,EQ,26-Nov-20,1115.65,1119.95,1119.95,1098.3,1118,1113.2,1105.6,10962256,12119904676,207324
INFY,EQ,27-Nov-20,1113.2,1118,1121,1091,1112.35,1100,1103.85,25306145,27934277724,238942
INFY,EQ,01-Dec-20,1100,1105.05,1140.25,1105.05,1137.05,1137.85,1129.13,8933802,10087463062,227850
INFY,EQ,02-Dec-20,1137.85,1134,1147.45,1121,1142,1140.9,1130.35,6741637,7620426543,153925
INFY,EQ,03-Dec-20,1140.9,1147,1147,1122.7,1125,1126.45,1128.63,16212632,18298022228,247732
INFY,EQ,04-Dec-20,1126.45,1125,1137,1115,1134.5,1134.65,1127.86,10564055,11914725948,167778
INFY,EQ,07-Dec-20,1134.65,1147.3,1153,1136,1142.95,1143.5,1142.07,7792141,8899186636,168273
INFY,EQ,08-Dec-20,1143.5,1145,1167,1145,1153,1153.35,1154.21,12308330,14206387607,272695
INFY,EQ,09-Dec-20,1153.35,1168.05,1179.5,1157,1176.55,1175.2,1169.97,10039346,11745774021,274494
INFY,EQ,10-Dec-20,1175.2,1157.4,1171.65,1150,1168,1167.75,1164.18,9488782,11046635083,295020
INFY,EQ,11-Dec-20,1167.75,1159.7,1171.95,1155.25,1165.2,1163.2,1163.84,10574009,12306503430,178023
INFY,EQ,14-Dec-20,1163.2,1169.4,1172.6,1148.2,1163.5,1164.55,1159.72,6728187,7802805824,186990
INFY,EQ,15-Dec-20,1164.55,1156,1163.7,1152,1154.4,1154.6,1156.78,6905926,7988669804,177326
INFY,EQ,16-Dec-20,1154.6,1160,1168.9,1153.6,1164,1165.7,1160.77,7788404,9040530195,158579
INFY,EQ,17-Dec-20,1165.7,1165.9,1168.9,1156.2,1158.6,1159.2,1162.88,6658153,7742601947,204147
INFY,EQ,18-Dec-20,1159.2,1182.85,1195,1175.6,1186,1189.8,1187.95,15995676,19002082922,279675
INFY,EQ,21-Dec-20,1189.8,1188,1209.75,1152.05,1174,1177.3,1192.94,10858352,12953347755,246658
INFY,EQ,22-Dec-20,1177.3,1182,1223.85,1176.1,1219.95,1220.5,1200.28,10901851,13085219235,249518
INFY,EQ,23-Dec-20,1220.5,1238,1258.85,1230.55,1252,1253.05,1245.77,15878346,19780713238,277251
INFY,EQ,24-Dec-20,1253.05,1249.9,1249.9,1226,1237.35,1236.05,1236.34,7313885,9042415623,172066
INFY,EQ,28-Dec-20,1236.05,1238.45,1248,1236,1239.45,1240.3,1240.58,4607051,5715406465,123013
INFY,EQ,29-Dec-20,1240.3,1235,1254.45,1235,1249.85,1250.3,1246.33,6878105,8572419679,132402
INFY,EQ,30-Dec-20,1250.3,1253,1253.3,1238.15,1244,1246.8,1247.48,5194690,6480283009,107704
INFY,EQ,31-Dec-20,1246.8,1243,1258.4,1239,1253.5,1255.8,1249.41,7430470,9283731808,117406
INFY,EQ,01-Jan-21,1255.8,1257.9,1265.5,1255.8,1259.5,1260.45,1261.66,4253550,5366530408,97445
INFY,EQ,04-Jan-21,1260.45,1269,1290,1261.15,1288,1288.25,1278.28,7208454,9214400329,189946
INFY,EQ,05-Jan-21,1288.25,1282,1299,1275.05,1290.35,1293.8,1289.82,8145280,10505964474,168537
INFY,EQ,06-Jan-21,1293.8,1300,1302,1268.05,1282.5,1282.1,1288.38,7161715,9226975582,178942
INFY,EQ,07-Jan-21,1282.1,1296,1297.65,1255.5,1266.5,1262.15,1266.59,10954918,13875416121,236192
INFY,EQ,08-Jan-21,1262.15,1278.25,1316.8,1278.25,1311.5,1312.1,1298.1,13186251,17117011225,227983
INFY,EQ,11-Jan-21,1312.1,1342.1,1383.35,1340,1375.95,1376.2,1366.8,20528626,28058554926,387124
INFY,EQ,12-Jan-21,1376.2,1378,1378,1360,1376.5,1371.75,1369.78,8309868,11382710088,264378
INFY,EQ,13-Jan-21,1371.75,1373.85,1392.8,1360,1388.65,1387.15,1378.96,14442997,19916243436,304458
INFY,EQ,14-Jan-21,1387.15,1360,1384,1318.45,1370.5,1370.5,1359.34,27521697,37411219055,530803
INFY,EQ,15-Jan-21,1370.5,1360,1364.45,1340,1343.4,1344.95,1352.96,15018441,20319423540,278300
INFY,EQ,18-Jan-21,1344.95,1338,1340,1306,1311,1312.05,1320.52,8861765,11702148822,230056
INFY,EQ,19-Jan-21,1312.05,1320,1331,1312,1319.35,1316.65,1320.27,5585744,7374694216,178275
INFY,EQ,20-Jan-21,1316.65,1320.55,1348.4,1320.55,1338.85,1339.45,1338.37,8225838,11009221846,195330
INFY,EQ,21-Jan-21,1339.45,1350,1361.05,1335,1342,1339.7,1344.32,6142421,8257354258,156050
INFY,EQ,22-Jan-21,1339.7,1327,1356,1326.55,1336,1340.85,1344.65,9646591,12971261022,188343
INFY,EQ,25-Jan-21,1340.85,1345,1347.9,1313,1335,1325.1,1337.58,6542611,8751273547,159466
INFY,EQ,27-Jan-21,1325.1,1319.6,1327.55,1285.1,1300.5,1301,1308.99,8133665,10646861260,285525
INFY,EQ,28-Jan-21,1301,1291.8,1296.45,1272.55,1276.5,1276.2,1283.02,4660690,5979774972,212130
INFY,EQ,29-Jan-21,1276.2,1286.25,1291.15,1231,1250,1239.05,1253.29,12183519,15269437395,268406
INFY,EQ,01-Feb-21,1239.05,1250.55,1277.95,1241,1267.1,1260.9,1255.6,8880279,11150104432,232672
INFY,EQ,02-Feb-21,1260.9,1280,1294.4,1263.6,1275.5,1271.25,1275.19,6892490,8789223157,168360
INFY,EQ,03-Feb-21,1271.25,1277.65,1304,1273,1285,1284.65,1289.14,8182968,10549003464,204774
INFY,EQ,04-Feb-21,1284.65,1285,1293.4,1272.05,1278.5,1279.35,1281.04,5032240,6446486331,148262
INFY,EQ,05-Feb-21,1279.35,1286.4,1288.75,1262,1273,1272.1,1270.01,5477481,6956468417,176339
INFY,EQ,08-Feb-21,1272.1,1285.5,1310,1275.5,1310,1303.55,1292.02,6921922,8943252910,198135
INFY,EQ,09-Feb-21,1303.55,1306.9,1332,1297.85,1308.1,1305.55,1317.89,7965949,10498269840,168139
INFY,EQ,10-Feb-21,1305.55,1295.8,1304.35,1283.6,1297,1296.5,1293.4,5951207,7697265668,175936
INFY,EQ,11-Feb-21,1296.5,1289,1296,1283.05,1292.2,1292.65,1289.54,4673317,6026438863,128045
INFY,EQ,12-Feb-21,1292.65,1305,1323.75,1301.55,1312,1309.8,1312.31,5797875,7608600803,142747
INFY,EQ,15-Feb-21,1309.8,1320,1328.4,1307.1,1312,1309.65,1317.42,4363513,5748561880,143342
INFY,EQ,16-Feb-21,1309.65,1314,1319.75,1286,1294.5,1290.4,1298.05,6896421,8951918994,285705
INFY,EQ,17-Feb-21,1290.4,1290.4,1294.5,1275,1280.5,1281.3,1283.76,4575741,5874133583,142040
INFY,EQ,18-Feb-21,1281.3,1276,1306,1275,1289.35,1292.45,1291.86,6437551,8316445821,178755
INFY,EQ,19-Feb-21,1292.45,1296.1,1299.5,1276.8,1293,1291.3,1288.37,5389696,6943924609,129418
INFY,EQ,22-Feb-21,1291.3,1295,1308.55,1260,1264.15,1265.2,1282.74,7371303,9455456934,205288
INFY,EQ,23-Feb-21,1265.2,1271.15,1291,1257.55,1268,1266.35,1270.87,6612942,8404181986,237023
INFY,EQ,24-Feb-21,1266.35,1260.05,1276.6,1252,1272.7,1274.3,1265.24,4537258,5740727001,125315
INFY,EQ,25-Feb-21,1274.3,1288.45,1299.75,1272,1275,1274.55,1283.44,8788221,11279133376,215308
INFY,EQ,26-Feb-21,1274.55,1269,1274.3,1244.75,1252,1253.3,1256.57,15132388,19014856542,296665
INFY,EQ,01-Mar-21,1253.3,1263.3,1284.5,1259,1271,1267,1271.66,5756286,7320037307,133035
INFY,EQ,02-Mar-21,1267,1282.25,1310,1279.2,1308.6,1304.5,1294.56,10461434,13542927955,182506
INFY,EQ,03-Mar-21,1304.5,1319.2,1347,1308,1340.95,1343.55,1329.25,9056399,12038222652,189231
INFY,EQ,04-Mar-21,1343.55,1335,1363.85,1325.9,1334.6,1330.35,1343.22,12041941,16174961452,225028
INFY,EQ,05-Mar-21,1330.35,1328.5,1340,1305.05,1320.05,1316.7,1322.67,6486176,8579075404,180930
INFY,EQ,08-Mar-21,1316.7,1324.8,1346.1,1317.2,1336.05,1335.75,1334.28,5119392,6830699262,126809
INFY,EQ,09-Mar-21,1335.75,1329.5,1350.45,1318.75,1344,1345.55,1334.21,6518173,8696584496,144157
INFY,EQ,10-Mar-21,1345.55,1356.9,1374,1355,1366.5,1368.15,1365.17,7925984,10820304084,177164
INFY,EQ,12-Mar-21,1368.15,1373,1391.7,1370.05,1375.3,1374.85,1381.13,9462061,13068374479,199285
INFY,EQ,15-Mar-21,1374.85,1370,1379.9,1358.5,1371.95,1373.6,1369.96,6658665,9122082516,174194
INFY,EQ,16-Mar-21,1373.6,1386.05,1406,1380.5,1384.6,1384,1391.2,9352771,13011543030,230871
INFY,EQ,17-Mar-21,1384,1392.25,1400,1382,1387.1,1387,1392.47,7626744,10620025456,157640
INFY,EQ,18-Mar-21,1387,1393.75,1393.75,1313.5,1341.8,1337.1,1347.8,10961755,14774234435,298042
INFY,EQ,19-Mar-21,1337.1,1330,1355.2,1318,1347.15,1344.45,1340.27,12767112,17111330913,235459
INFY,EQ,22-Mar-21,1344.45,1350.1,1376,1336.1,1371.1,1370.8,1355.94,4862758,6593605265,129112
INFY,EQ,23-Mar-21,1370.8,1372.45,1383.25,1359.6,1369.8,1371.55,1372.44,7165335,9833991116,164495
INFY,EQ,24-Mar-21,1371.55,1357.85,1370.45,1346.25,1355,1353.75,1357.63,6134303,8328138652,143327
INFY,EQ,25-Mar-21,1353.75,1346.75,1352.5,1327.6,1337.6,1333.8,1338.88,8749994,11715231221,184200
INFY,EQ,26-Mar-21,1333.8,1344.7,1356.7,1332,1338.7,1336.2,1340.61,4922071,6598564525,138471
INFY,EQ,30-Mar-21,1336.2,1346.9,1400,1336.15,1386.5,1385.3,1373.99,10546919,14491356278,227944
INFY,EQ,31-Mar-21,1385.3,1382,1388,1363.3,1367.3,1368.05,1370.72,8220987,11268677504,218153
INFY,EQ,01-Apr-21,1368.05,1380,1391.6,1371,1386,1385.2,1382.72,5675155,7847148795,146481
INFY,EQ,05-Apr-21,1385.2,1391,1425,1387,1415,1409.9,1406.84,9479572,13336273565,237018
INFY,EQ,06-Apr-21,1409.9,1423,1426,1406.45,1414,1411.05,1415.69,5793571,8201898840,153955
INFY,EQ,07-Apr-21,1411.05,1410.25,1434.95,1406.6,1430,1430.2,1422.23,5879234,8361600368,135633
INFY,EQ,08-Apr-21,1430.2,1430,1451.7,1421,1438.15,1439.85,1440.96,5654434,8147788509,179859
INFY,EQ,09-Apr-21,1439.85,1455,1455,1430.05,1441,1441.05,1441.23,6052712,8723370112,134860
INFY,EQ,12-Apr-21,1441.05,1474,1477.55,1415,1431.5,1425.75,1438.59,20384532,29325012715,477964
INFY,EQ,13-Apr-21,1425.75,1433,1435.25,1375,1402.85,1397.15,1394.92,14855206,20721814130,453578
INFY,EQ,15-Apr-21,1397.15,1332.3,1366.4,1320,1363.3,1360.75,1347.38,25342491,34145935656,678751
INFY,EQ,16-Apr-21,1360.75,1365,1370.85,1346.6,1348.1,1353.75,1358.97,10879878,14785392742,285474
INFY,EQ,19-Apr-21,1353.75,1340,1379.7,1332.35,1363,1362.55,1359.57,12508028,17005547107,260647
INFY,EQ,20-Apr-21,1362.55,1379,1379,1342.4,1349,1351.35,1357.18,8560766,11618460456,174560
INFY,EQ,22-Apr-21,1351.35,1355.55,1364.8,1345.15,1352,1351.1,1352.38,6622446,8956080142,203956
INFY,EQ,23-Apr-21,1351.1,1343,1348.4,1331,1333.9,1333.8,1339.49,7316262,9800084842,163801
INFY,EQ,26-Apr-21,1333.8,1332.25,1351.3,1321,1345,1343.55,1343.19,7088606,9521361287,130375
INFY,EQ,27-Apr-21,1343.55,1346,1353,1340.15,1347.5,1348.5,1346.89,3636115,4897445224,145974
INFY,EQ,28-Apr-21,1348.5,1358,1359.5,1344.6,1355.8,1356,1353.45,4879234,6603777602,137376
INFY,EQ,29-Apr-21,1356,1368,1369,1351.4,1356,1356.35,1360.05,5412357,7361090047,119277
INFY,EQ,30-Apr-21,1356.35,1346.3,1373.9,1345.9,1348.6,1354.35,1361.16,8354677,11372027785,131718
INFY,EQ,03-May-21,1354.35,1340.8,1361,1338,1349,1352.05,1350.88,4560337,6160448677,126788
INFY,EQ,04-May-21,1352.05,1354,1354.95,1324.1,1331,1329.4,1339.98,4887060,6548565378,158010
INFY,EQ,05-May-21,1329.4,1341.1,1343.9,1327.8,1343,1341.5,1337.33,3939788,5268794240,113183
INFY,EQ,06-May-21,1341.5,1345,1364.7,1337.4,1359.15,1361.6,1354.33,4810090,6514432065,128184
INFY,EQ,07-May-21,1361.6,1365.3,1373.05,1348.5,1352.7,1352.55,1357.23,4991435,6774539803,146974
INFY,EQ,10-May-21,1352.55,1349.85,1352.9,1335.05,1339.9,1339.55,1341.13,7195348,9649893780,160151
INFY,EQ,11-May-21,1339.55,1336.9,1341,1325.1,1332.05,1330.65,1330,6420988,8539945151,201614
INFY,EQ,12-May-21,1330.65,1330,1330,1314.5,1327.6,1327,1323.46,5241898,6937427272,143805
INFY,EQ,14-May-21,1327,1326.85,1326.85,1311.3,1320,1316.4,1316.25,4824609,6350387005,180008
INFY,EQ,17-May-21,1316.4,1320.3,1334.95,1320.3,1328.55,1329.4,1329.34,5017129,6669458544,118670
INFY,EQ,18-May-21,1329.4,1338,1344.6,1329.5,1338.75,1340,1338.06,5620150,7520081253,135851
INFY,EQ,19-May-21,1340,1342,1357.45,1333.25,1334.65,1337,1344.41,4435878,5963617810,135009
INFY,EQ,20-May-21,1337,1348.4,1349.1,1335,1341.95,1339.3,1340.8,4490092,6020330291,111007
INFY,EQ,21-May-21,1339.3,1347.5,1357.5,1346.35,1356,1354.5,1351.75,4969733,6717856343,153186
INFY,EQ,24-May-21,1354.5,1356.65,1363,1345.1,1349,1348.05,1352.41,4225371,5714441956,108054
INFY,EQ,25-May-21,1348.05,1358,1368,1354.45,1364,1361.6,1361.92,4099340,5582984591,129513
INFY,EQ,26-May-21,1361.6,1367.9,1400,1362.05,1395,1397.25,1386.91,6850024,9500378458,174833
INFY,EQ,27-May-21,1397.25,1404.2,1416.25,1391.7,1408.9,1402.25,1404.67,15365391,21583297999,250209
INFY,EQ,28-May-21,1402.25,1409.75,1414,1396.1,1407.7,1405.05,1406.44,4261312,5993259438,106771
INFY,EQ,31-May-21,1405.05,1401.5,1401.5,1383,1395,1393.75,1393.13,4429904,6171426113,145671
INFY,EQ,01-Jun-21,1393.75,1400,1401,1378.65,1388.95,1387.2,1385,4791325,6635964927,180376
INFY,EQ,02-Jun-21,1387.2,1380.75,1391.95,1365,1381,1378.65,1374.91,9272276,12748517787,186335
INFY,EQ,03-Jun-21,1378.65,1388.1,1399,1377.05,1390.8,1389.65,1385.81,5115645,7089319506,137141
INFY,EQ,04-Jun-21,1389.65,1393.95,1396.9,1377.65,1385.15,1385.65,1384.98,4194328,5809075427,109532
INFY,EQ,07-Jun-21,1385.65,1391,1392,1377.3,1390.5,1389.65,1384.88,5154576,7138486995,127520
INFY,EQ,08-Jun-21,1389.65,1396,1421.75,1395.55,1414,1412.95,1412.47,7360630,10396698470,188069
INFY,EQ,09-Jun-21,1412.95,1413.4,1425,1404.6,1415,1415.3,1415.72,5394317,7636846520,137139
INFY,EQ,10-Jun-21,1415.3,1424,1429,1419,1424.25,1424.3,1423.55,3496575,4977561087,121283
INFY,EQ,11-Jun-21,1424.3,1430.1,1451.6,1429.45,1446.05,1446.9,1443.02,6140828,8861316924,173378
INFY,EQ,14-Jun-21,1446.9,1471,1477,1453.45,1460,1461.8,1463.12,7132294,10435431661,147667
INFY,EQ,15-Jun-21,1461.8,1464,1476,1463,1474,1473.9,1469.83,5403104,7941636318,141422
INFY,EQ,16-Jun-21,1473.9,1472.7,1489.45,1467.5,1479.2,1480.6,1478.45,7661710,11327444063,162924
INFY,EQ,17-Jun-21,1480.6,1475.1,1502.65,1475.1,1501.2,1495.3,1487.78,7677951,11423116458,229654
INFY,EQ,18-Jun-21,1495.3,1509,1515.8,1487.4,1510,1503.3,1501.85,13533974,20326029670,240906
INFY,EQ,21-Jun-21,1503.3,1493,1505.8,1484.2,1501.25,1500.3,1496.92,5454052,8164276798,124524
INFY,EQ,22-Jun-21,1500.3,1509.7,1521.45,1502.1,1511.35,1511.85,1510.6,6427862,9709910031,127430
INFY,EQ,23-Jun-21,1511.85,1525,1525,1498.65,1503,1503.15,1508.29,5529809,8340557842,118288
